"Date","Item name","Brand","Location","Gross sales","Units sold","Unique orders","Currency code","Is parent","Parent name"
"11/19/2022","IL01 Braised Pork Rice 碎碎平安爛肉飯","Inluck","Just Kitchen - Sai Ying Pun","198.3000","3","3","HKD","Yes",""
"11/19/2022","OOHA Yuzu 柚子海鹽味汽水 330mL","Master Don","Just Kitchen - Sai Ying Pun","21.0000","1","1","HKD","Yes",""
"11/19/2022","MB07 Crispy Chicken Tender Sandwich 美式脆雞堡","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","2","1","HKD","No","MB02 Chicken Sandwich Combo 美式雞肉堡套餐"
"11/19/2022","調味(微辣) Seasoned","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","Hot Lemon Water 淡謀謀熱檸檬水","Inluck","Just Kitchen - Sai Ying Pun","18.0000","1","1","HKD","Yes",""
"11/19/2022","低碳低澱粉雞胸餐盒 Sous Vide Chicken Breast Low Carb Bento BF11","[Roo]Go Lean","Just Kitchen - Sai Ying Pun","99.8000","1","1","HKD","Yes",""
"11/19/2022","原味波浪酥薯 Crinkle Fries","[Roo] Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","Chicken Sandwich Combo 美式雞肉堡套餐 MB02"
"11/19/2022","MB10 霹靂波浪酥薯 Seasoned Crinkle Fries","Mr. Beast Burger","Just Kitchen - Kwun Tong","0.0000","2","2","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","No Pickles","Banh Mi Kitchen","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","Cold Cut Classic"
"11/19/2022","炒野菜 Stir-fry Vegetables IL11","[Roo] Ginza-don","Just Kitchen - Sai Ying Pun","25.0000","1","1","HKD","Yes",""
"11/19/2022","雪碧 Sprite","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"11/19/2022","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","507.3000","3","3","HKD","Yes",""
"11/19/2022","MB02 Chicken Sandwich Combo 美式雞肉堡套餐","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","388.4000","3","2","HKD","Yes",""
"11/19/2022","香菇肉燥百頁豆腐 Fried Tofu with Minced Pork Sauce BT11","[Roo]Hometown Beef Noodle","Just Kitchen - Sai Ying Pun","67.3000","1","1","HKD","Yes",""
"11/19/2022","零系可樂 Cola Zero","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","MB10 霹靂波浪酥薯 Seasoned Crinkle Fries","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"11/19/2022","低碳低澱粉雞腿餐盒 Chicken Leg Low Carb Bento BF12","[Roo]Go Lean","Just Kitchen - Kwun Tong","199.6000","2","2","HKD","Yes",""
"11/19/2022","舒肥雞腿健康餐盒 Chicken Leg Bento BF02","[Roo]Go Lean","Just Kitchen - Chai Wan","394.0000","5","5","HKD","Yes",""
"11/19/2022","MB03 Beast Style 特製雙層牛肉堡","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","132.3000","1","1","HKD","Yes",""
"11/19/2022","可樂 Coca Cola","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"11/19/2022","霹靂波浪酥薯 (微辣) Signature Crinkle Fries","[Roo] Mr. Beast Burger","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"11/19/2022","Sous Vide Chicken Breast 慢煮雞胸","[Roo]Go Lean","Just Kitchen - Kwun Tong","50.4000","1","1","HKD","No","低碳低澱粉雞腿餐盒 Chicken Leg Low Carb Bento BF12"
"11/19/2022","雪碧 Sprite","Master Don","Just Kitchen - Sai Ying Pun","36.0000","2","1","HKD","Yes",""
"11/19/2022","Sous Vide Chicken Breast 慢煮雞胸","[Roo]Go Lean","Just Kitchen - Kwun Tong","50.4000","1","1","HKD","No","舒肥雞腿健康餐盒 Chicken Leg Bento BF02"
"11/19/2022","IL05 古早開運乾拌麵 Traditional Dry Noodle","Inluck","Just Kitchen - Sai Ying Pun","57.8000","1","1","HKD","Yes",""
"11/19/2022","IL14 水啦鹽酥雞 T.F.C","Inluck","Just Kitchen - Sai Ying Pun","289.0000","5","5","HKD","Yes",""
"11/19/2022","低碳低澱粉牛扒餐盒 Beef Tenderloin Low Carb Bento BF13","[Roo]Go Lean","Just Kitchen - Chai Wan","162.8000","1","1","HKD","Yes",""
"11/19/2022","MB04 美式雙層牛肉堡 Chandler Style","Mr. Beast Burger","Just Kitchen - Chai Wan","247.8000","2","2","HKD","Yes",""
"11/19/2022","MB07 美式脆雞堡 Crispy Chicken Tender Sandwich","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"11/19/2022","OOHA Peach Oolong Flavored Sparking 330 ml","Body Fit","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","Body Fit Combo for 2"
"11/19/2022","MB12 特製波浪酥薯 Beast Style Fries","Mr. Beast Burger","Just Kitchen - Kwun Tong","60.0000","3","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","Braised Egg 黃金滷蛋","[Roo]Go Lean","Just Kitchen - Kwun Tong","8.4000","1","1","HKD","No","低碳低澱粉雞胸餐盒 Sous Vide Chicken Breast Low Carb Bento BF11"
"11/19/2022","MD03 Buta Don 汁燒豚丼","Master Don","Just Kitchen - Sai Ying Pun","71.0000","1","1","HKD","Yes",""
"11/19/2022","OOHA Yuzu 柚子海鹽味汽水 330mL","Body Fit","Just Kitchen - Chai Wan","0.0000","2","2","HKD","No","Body Fit 二人套餐"
"11/19/2022","Chicken Sandwich Combo 美式雞肉堡套餐 MB02","[Roo] Mr. Beast Burger","Just Kitchen - Sai Ying Pun","422.1000","3","3","HKD","Yes",""
"11/19/2022","MB03 特製雙層牛肉堡 Beast Style","Mr. Beast Burger","Just Kitchen - Chai Wan","132.3000","1","1","HKD","Yes",""
"11/19/2022","雪碧 Sprite","[Roo]Go Lean","Just Kitchen - Kwun Tong","14.0000","1","1","HKD","No","舒肥雞腿健康餐盒 Chicken Leg Bento BF02"
"11/19/2022","美式脆雞堡 Crispy Chicken Tender Sandwich","[Roo] Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","2","2","HKD","No","Chicken Sandwich Combo 美式雞肉堡套餐 MB02"
"11/19/2022","MB10 霹靂波浪酥薯 Seasoned Crinkle Fries","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","4","3","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","IL14 唐揚雞 Karaage","Master Don","Just Kitchen - Sai Ying Pun","188.0000","4","4","HKD","Yes",""
"11/19/2022","零系可樂 Cola Zero","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","OOHA Peach 白桃烏龍茶味汽水 330mL","Body Fit","Just Kitchen - Chai Wan","0.0000","2","2","HKD","No","Body Fit 二人套餐"
"11/19/2022","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","338.2000","2","2","HKD","Yes",""
"11/19/2022","MB08 Nashville Hot Chicken Tender Sandwich 美式辣雞堡","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB02 Chicken Sandwich Combo 美式雞肉堡套餐"
"11/19/2022","調味(微辣) Seasoned","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"11/19/2022","清燉牛肉麵 Clear Broth Beef Noodle BT03","[Roo] Taipei Streets","Just Kitchen - Sai Ying Pun","202.0000","2","2","HKD","Yes",""
"11/19/2022","Nashville Hot Chicken Tender Sandwich 美式辣雞堡 MB08","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","96.6000","1","1","HKD","Yes",""
"11/19/2022","招牌雞腿魯肉便當 Crispy Taste Chicken Thigh Bento FC06","[Roo]鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","190.0000","2","2","HKD","Yes",""
"11/19/2022","BF04 精實三文魚柳藜麥飯 Fresh Off The Boat","Body Fit","Just Kitchen - Chai Wan","152.3000","1","1","HKD","Yes",""
"11/19/2022","OOHA Yuzu 柚子海鹽味汽水 330mL","[Roo] Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","3","3","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"11/19/2022","可樂 Coca Cola","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","Braised Egg 黃金滷蛋","Body Fit","Just Kitchen - Sai Ying Pun","8.4000","1","1","HKD","No","BF16 Expert Tender Cauliflower Rice 低碳低澱粉牛扒藜麥椰菜米"
"11/19/2022","IL06 阿嫲滷肉乾拌麵 Braised Pork Dry Noodle","Inluck","Just Kitchen - Sai Ying Pun","66.7000","1","1","HKD","Yes",""
"11/19/2022","MD05 照燒雞腿丼 Teriyaki Chicken Don","Master Don","Just Kitchen - Sai Ying Pun","70.0000","1","1","HKD","Yes",""
"11/19/2022","MD01 Master Steak Don 匠魂牛扒丼","Master Don","Just Kitchen - Sai Ying Pun","345.0000","3","3","HKD","Yes",""
"11/19/2022","調味(微辣) Seasoned","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB02 Chicken Sandwich Combo 美式雞肉堡套餐"
"11/19/2022","原味 Unseasoned","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","手撕雞胸捲餅 Shredded Chicken Wrap BF34","[Roo]Go Lean","Just Kitchen - Kwun Tong","75.0000","1","1","HKD","Yes",""
"11/19/2022","原味 Unseasoned","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","MB12 特製波浪酥薯 Beast Style Fries"
"11/19/2022","牛扒健康餐盒 Beef Tenderloin Bento BF06","[Roo]Go Lean","Just Kitchen - Sai Ying Pun","283.6000","2","2","HKD","Yes",""
"11/19/2022","BF16 Expert Tender Cauliflower Rice 低碳低澱粉牛扒藜麥椰菜米","Body Fit","Just Kitchen - Sai Ying Pun","80.0000","1","1","HKD","No","Body Fit Combo for 2"
"11/19/2022","OOHA Peach 白桃烏龍茶味汽水 330mL","Body Fit","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","Body Fit 二人套餐"
"11/19/2022","麻呀鹽酥雞 Mala T.F.C IL16","[Roo]Hometown Beef Noodle","Just Kitchen - Sai Ying Pun","60.0000","1","1","HKD","Yes",""
"11/19/2022","不加洋蔥 No Onions","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","MB04 美式雙層牛肉堡 Chandler Style"
"11/19/2022","舒肥雞腿健康餐盒 Chicken Leg Bento BF02","[Roo]Go Lean","Just Kitchen - Sai Ying Pun","788.0000","10","9","HKD","Yes",""
"11/19/2022","MB10 霹靂波浪酥薯 Seasoned Crinkle Fries","Mr. Beast Burger","Just Kitchen - Chai Wan","126.0000","3","2","HKD","Yes",""
"11/19/2022","IL04 機運大開雞排飯 Fried Chicken Rice","Inluck","Just Kitchen - Sai Ying Pun","88.9000","1","1","HKD","Yes",""
"11/19/2022","Sous Vide Chicken Breast 慢煮雞胸","Body Fit","Just Kitchen - Sai Ying Pun","50.4000","1","1","HKD","No","BF16 Expert Tender Cauliflower Rice 低碳低澱粉牛扒藜麥椰菜米"
"11/19/2022","No Cucumber","Banh Mi Kitchen","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","Cold Cut Classic"
"11/19/2022","Braised Egg 黃金滷蛋","[Roo]Go Lean","Just Kitchen - Sai Ying Pun","8.4000","1","1","HKD","No","舒肥雞腿健康餐盒 Chicken Leg Bento BF02"
"11/19/2022","MB12 Beast Style Fries 特製波浪酥薯","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","20.0000","1","1","HKD","No","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐"
"11/19/2022","調味(微辣) Seasoned","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","3","2","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","淡謀謀熱檸檬⽔ Hot Lemon Water","[Roo]Go Lean","Just Kitchen - Sai Ying Pun","10.0000","1","1","HKD","No","低碳低澱粉雞胸餐盒 Sous Vide Chicken Breast Low Carb Bento BF11"
"11/19/2022","舒肥雞胸健康餐盒 Chicken Breast Bento BF01","[Roo]Go Lean","Just Kitchen - Kwun Tong","78.8000","1","1","HKD","Yes",""
"11/19/2022","MB10 Seasoned Crinkle Fries 霹靂波浪酥薯","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","2","1","HKD","No","MB02 Chicken Sandwich Combo 美式雞肉堡套餐"
"11/19/2022","雪碧 Sprite","Inluck","Just Kitchen - Sai Ying Pun","22.0000","1","1","HKD","Yes",""
"11/19/2022","MD03 汁燒豚丼 Buta Don","Master Don","Just Kitchen - Sai Ying Pun","71.0000","1","1","HKD","Yes",""
"11/19/2022","淡謀謀凍檸檬⽔ Iced Lemon Water","鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","14.0000","1","1","HKD","No","FC08 排骨雞腿魯肉便當 Locals' Favorite- Pork Cutlet & Chicken Thigh Bento"
"11/19/2022","四神湯 Four spirits soup FC10","[Roo]鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","204.0000","3","3","HKD","Yes",""
"11/19/2022","MB10 霹靂波浪酥薯 Seasoned Crinkle Fries","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","2","2","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"11/19/2022","舒肥雞胸健康餐盒 Chicken Breast Bento BF01","[Roo]Go Lean","Just Kitchen - Chai Wan","157.6000","2","2","HKD","Yes",""
"11/19/2022","Cold Cut Classic","Banh Mi Kitchen","Just Kitchen - Kwun Tong","78.0000","1","1","HKD","Yes",""
"11/19/2022","Braised Egg 黃金滷蛋","Body Fit","Just Kitchen - Sai Ying Pun","8.4000","1","1","HKD","No","BF13 Energy Bomb Cauliflower Rice 低碳低澱粉豬扒藜麥椰菜米"
"11/19/2022","MB06 翻轉牛肉芝士堡 Karl's Deluxe","Mr. Beast Burger","Just Kitchen - Chai Wan","277.2000","3","3","HKD","Yes",""
"11/19/2022","淡謀謀凍檸檬⽔ Iced Lemon Water","[Roo] Ginza-don","Just Kitchen - Sai Ying Pun","14.0000","1","1","HKD","No","⭐ 照燒雞腿丼 Teriyaki Chicken Don MD05"
"11/19/2022","IL03 事事大吉雞肉飯 Shredded Chicken Rice","Inluck","Just Kitchen - Sai Ying Pun","88.9000","1","1","HKD","Yes",""
"11/19/2022","IL09 雞絲傻人有傻福拌麵 Chicken Dry Noodle","Inluck","Just Kitchen - Sai Ying Pun","153.4000","2","2","HKD","Yes",""
"11/19/2022","特製波浪酥薯 (微辣) Beast Style Fries (Seasoned)","[Roo] Mr. Beast Burger","Just Kitchen - Sai Ying Pun","20.0000","1","1","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"11/19/2022","可樂 Coca Cola","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB02 Chicken Sandwich Combo 美式雞肉堡套餐"
"11/19/2022","BF36 Char Siu Wrap 獨家叉燒卷","Body Fit","Just Kitchen - Kwun Tong","85.0000","1","1","HKD","Yes",""
"11/19/2022","可樂 Coca Cola","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","2","2","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","BF16 Expert Tender Cauliflower Rice 低碳低澱粉牛扒藜麥椰菜米","Body Fit","Just Kitchen - Sai Ying Pun","162.8000","1","1","HKD","Yes",""
"11/19/2022","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","338.2000","2","2","HKD","Yes",""
"11/19/2022","MD01 匠魂牛扒丼 Master Steak Don","Master Don","Just Kitchen - Sai Ying Pun","690.0000","6","6","HKD","Yes",""
"11/19/2022","BF01 增肌減脂藜麥飯 Muscle Gang","Body Fit","Just Kitchen - Sai Ying Pun","78.8000","1","1","HKD","Yes",""
"11/19/2022","舒肥雞腿健康餐盒 Chicken Leg Bento BF02","[Roo]Go Lean","Just Kitchen - Kwun Tong","472.8000","6","6","HKD","Yes",""
"11/19/2022","FC09 蹄膀雞腿魯肉便當 Gourmets' Pick- Boneless Pork Hock & Chicken Thigh Bento","鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","89.0000","1","1","HKD","Yes",""
"11/19/2022","MB10 Seasoned Crinkle Fries 霹靂波浪酥薯","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","2","2","HKD","No","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐"
"11/19/2022","Body Fit Combo for 2","Body Fit","Just Kitchen - Sai Ying Pun","176.4000","1","1","HKD","Yes",""
"11/19/2022","MB02 美式雞肉堡套餐 Chicken Sandwich Combo","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","140.7000","1","1","HKD","Yes",""
"11/19/2022","Braised Egg 黃金滷蛋","Body Fit","Just Kitchen - Sai Ying Pun","8.4000","1","1","HKD","No","BF11 Muscle Gang Cauliflower Rice 低碳低澱粉增肌藜麥椰菜米"
"11/19/2022","麻辣肉臊飯 Mala Braised Pork Rice IL02","[Roo] Taipei Streets","Just Kitchen - Sai Ying Pun","152.4000","2","2","HKD","Yes",""
"11/19/2022","牛扒健康餐盒 Beef Tenderloin Bento BF06","[Roo]Go Lean","Just Kitchen - Chai Wan","425.4000","3","1","HKD","Yes",""
"11/19/2022","原味 Unseasoned","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","IL11 Stir-Fry Vegetables 炒野菜","Master Don","Just Kitchen - Sai Ying Pun","25.0000","1","1","HKD","Yes",""
"11/19/2022","FC08 排骨雞腿魯肉便當 Locals' Favorite- Pork Cutlet & Chicken Thigh Bento","鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","178.0000","2","2","HKD","Yes",""
"11/19/2022","⭐ 銀座牛扒丼 Steak Don MD01","[Roo] Ginza-don","Just Kitchen - Sai Ying Pun","89.0000","1","1","HKD","Yes",""
"11/19/2022","MD05 Teriyaki Chicken Don 照燒雞腿丼","Master Don","Just Kitchen - Sai Ying Pun","70.0000","1","1","HKD","Yes",""
"11/19/2022","可樂 Coca Cola","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"11/19/2022","舒肥豬里肌健康餐盒 Pork Loin Bento BF03","[Roo]Go Lean","Just Kitchen - Kwun Tong","89.3000","1","1","HKD","Yes",""
"11/19/2022","淡謀謀熱檸檬⽔ Hot Lemon Water","[Roo]Go Lean","Just Kitchen - Sai Ying Pun","10.0000","1","1","HKD","No","低碳低澱粉雞腿餐盒 Chicken Leg Low Carb Bento BF12"
"11/19/2022","零系可樂 Cola Zero","Mr. Beast Burger","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","家傳辣滷肉拌麵 Spicy Braised Pork Dry Noodle","[Roo]Hometown Beef Noodle","Just Kitchen - Sai Ying Pun","70.0000","1","1","HKD","Yes",""
"11/19/2022","OOHA Yuzu 柚子海鹽味汽水 330mL","[Roo] Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","Chicken Sandwich Combo 美式雞肉堡套餐 MB02"
"11/19/2022","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo","Mr. Beast Burger","Just Kitchen - Chai Wan","676.4000","4","3","HKD","Yes",""
"11/19/2022","MB12 特製波浪酥薯 Beast Style Fries","Mr. Beast Burger","Just Kitchen - Chai Wan","57.8000","1","1","HKD","Yes",""
"11/19/2022","FC10 四神湯 Four Spirits Soup","鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","68.0000","1","1","HKD","Yes",""
"11/19/2022","機運大開雞排飯 Fried Chicken Rice IL04","[Roo] Taipei Streets","Just Kitchen - Sai Ying Pun","88.9000","1","1","HKD","Yes",""
"11/19/2022","Toasted","Banh Mi Kitchen","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","Cold Cut Classic"
"11/19/2022","可樂 Coca Cola","Master Don","Just Kitchen - Sai Ying Pun","18.0000","1","1","HKD","Yes",""
"11/19/2022","原味 Unseasoned","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"11/19/2022","Maso braised pork | 麻瘦粹魯","[Roo]鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","7.0000","1","1","HKD","No","排骨雞腿魯肉便當 Locals' Favorite- Pork Cutlet & Chicken Thigh Bento FC08"
"11/19/2022","調味(微辣) Seasoned","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"11/19/2022","Cola Zero 零系可樂","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","2","2","HKD","No","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐"
"11/19/2022","MB08 美式辣雞堡 Nashville Hot Chicken Tender Sandwich","Mr. Beast Burger","Just Kitchen - Chai Wan","289.8000","3","3","HKD","Yes",""
"11/19/2022","Sprite 雪碧","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","2","2","HKD","No","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐"
"11/19/2022","Sous Vide Chicken Thigh 慢煮雞腿扒","[Roo]Go Lean","Just Kitchen - Sai Ying Pun","53.6000","1","1","HKD","No","舒肥雞腿健康餐盒 Chicken Leg Bento BF02"
"11/19/2022","Ketchup 茄汁","Inluck","Just Kitchen - Sai Ying Pun","2.0000","2","1","HKD","Yes",""
"11/19/2022","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo","Mr. Beast Burger","Just Kitchen - Kwun Tong","845.5000","5","3","HKD","Yes",""
"11/19/2022","Karl's Deluxe 翻轉牛肉芝士堡 MB06","[Roo] Mr. Beast Burger","Just Kitchen - Sai Ying Pun","92.4000","1","1","HKD","Yes",""
"11/19/2022","⭐ 照燒雞腿丼 Teriyaki Chicken Don MD05","[Roo] Ginza-don","Just Kitchen - Sai Ying Pun","70.0000","1","1","HKD","Yes",""
"11/19/2022","Braised Egg 黃金滷蛋","[Roo]Go Lean","Just Kitchen - Sai Ying Pun","8.4000","1","1","HKD","No","舒肥雞胸健康餐盒 Chicken Breast Bento BF01"
"11/19/2022","阿嫲滷肉乾拌麵 Braised Pork Dry Noodle IL06","[Roo] Taipei Streets","Just Kitchen - Sai Ying Pun","133.4000","2","1","HKD","Yes",""
"11/19/2022","雪碧 Sprite","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","OOHA Yuzu 柚子海鹽味汽水 330mL","Body Fit","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","Body Fit 二人套餐"
"11/19/2022","IL11 川燙燙香檸高麗菜盤 Cabbage","Inluck","Just Kitchen - Sai Ying Pun","93.9000","3","3","HKD","Yes",""
"11/19/2022","Coca Cola 可樂","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB02 Chicken Sandwich Combo 美式雞肉堡套餐"
"11/19/2022","水啦鹽酥雞 T.F.C","[Roo] Taipei Streets","Just Kitchen - Sai Ying Pun","29.0000","1","1","HKD","No","麻辣肉臊飯 Mala Braised Pork Rice IL02"
"11/19/2022","川燙燙香檸高麗菜盤 Cabbage IL11","[Roo] Taipei Streets","Just Kitchen - Sai Ying Pun","35.6000","1","1","HKD","Yes",""
"11/19/2022","BF02 美腿雞扒藜麥飯 Leggy Stunner","Body Fit","Just Kitchen - Chai Wan","78.8000","1","1","HKD","Yes",""
"11/19/2022","Chris Style 薯條雙層牛肉堡 MB05","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","141.8000","1","1","HKD","Yes",""
"11/19/2022","可樂 Coca Cola","Mr. Beast Burger","Just Kitchen - Kwun Tong","0.0000","3","3","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"11/19/2022","霹靂波浪酥薯 (微辣) Signature Crinkle Fries","[Roo] Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"11/19/2022","可樂 Coca Cola","[Roo]鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","14.0000","1","1","HKD","No","招牌雞腿魯肉便當 Crispy Taste Chicken Thigh Bento FC06"
"11/19/2022","No Coriander","Banh Mi Kitchen","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","Cold Cut Classic"
"11/19/2022","IL02 麻辣肉臊飯 Mala Braised Pork Rice","Inluck","Just Kitchen - Sai Ying Pun","152.4000","2","2","HKD","Yes",""
"11/19/2022","IL01 碎碎平安爛肉飯 Braised Pork Rice","Inluck","Just Kitchen - Sai Ying Pun","264.4000","4","2","HKD","Yes",""
"11/19/2022","BF01 增肌減脂藜麥飯 Muscle Gang","Body Fit","Just Kitchen - Chai Wan","0.0000","3","3","HKD","No","Body Fit 二人套餐"
"11/19/2022","White Sesame Sauce 胡⿇醬","[Roo]Go Lean","Just Kitchen - Kwun Tong","15.8000","1","1","HKD","No","低碳低澱粉雞胸餐盒 Sous Vide Chicken Breast Low Carb Bento BF11"
"11/19/2022","霹靂波浪酥薯 (微辣) Signature Crinkle Fries","[Roo] Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","Chicken Sandwich Combo 美式雞肉堡套餐 MB02"
"11/19/2022","BF02 美腿雞扒藜麥飯 Leggy Stunner","Body Fit","Just Kitchen - Chai Wan","0.0000","3","3","HKD","No","Body Fit 二人套餐"
"11/19/2022","Beast Style Fries with Chopped Burger 特製波浪酥薯配漢堡肉碎 MB14","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","89.3000","1","1","HKD","Yes",""
"11/19/2022","MD02 Gyudon 牛丼","Master Don","Just Kitchen - Sai Ying Pun","71.0000","1","1","HKD","Yes",""
"11/19/2022","雪碧 Sprite","[Roo] Mr. Beast Burger","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
