"Date","Item name","Brand","Location","Gross sales","Units sold","Unique orders","Currency code","Is parent","Parent name"
"10/21/2022","FC04 唐山排骨魯肉便當 Taste Worthy Pork Cutlet Bento","鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","178.0000","2","2","HKD","Yes",""
"10/21/2022","MB12 Beast Style Fries 特製波浪酥薯","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","20.0000","1","1","HKD","No","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐"
"10/21/2022","BF02 美腿雞扒藜麥飯 Leggy Stunner","Eats365 Kiosk","Just Kitchen - Kwun Tong","60.0000","1","1","HKD","Yes",""
"10/21/2022","BF12 低碳低澱粉雞扒藜麥椰菜米 Leggy Stunner Cauliflower Rice","Body Fit","Just Kitchen - Chai Wan","199.6000","2","1","HKD","Yes",""
"10/21/2022","Lotus Leaf Tea (Iced)","Banh Mi Kitchen","Just Kitchen - Kwun Tong","12.0000","1","1","HKD","No","Cold Cut Classic"
"10/21/2022","特製波浪酥薯 (微辣) Beast Style Fries (Seasoned)","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"10/21/2022","⭐ Charred Char Siu 叉燒滋味 BM02","[Roo] Banh Mi Kitchen","Just Kitchen - Quarry Bay","180.0000","2","2","HKD","Yes",""
"10/21/2022","低碳低澱粉雞胸餐盒 Sous Vide Chicken Breast Low Carb Bento BF11","[Roo]Go Lean","Just Kitchen - Yuen Long","99.8000","1","1","HKD","Yes",""
"10/21/2022","零系可樂 Cola Zero","[Roo] Mr. Beast Burger","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"10/21/2022","手撕雞胸捲餅 Shredded Chicken Wrap BF34","[Roo]Go Lean","Just Kitchen - Kwun Tong","75.0000","1","1","HKD","Yes",""
"10/21/2022","MB11 Unseasoned Crinkle Fries 原味波浪酥薯","Mr. Beast Burger","Just Kitchen - Quarry Bay","28.0000","1","1","HKD","Yes",""
"10/21/2022","不要芫茜","Banh Mi Kitchen","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","沙嗲牛肉眼扒"
"10/21/2022","BF13 Energy Bomb Cauliflower Rice 低碳低澱粉豬扒藜麥椰菜米 ","Body Fit","Just Kitchen - Quarry Bay","80.0000","1","1","HKD","Yes",""
"10/21/2022","Chandler Style 美式雙層牛肉堡","Mr. Beast Burger","Just Kitchen - Quarry Bay","94.0000","1","1","HKD","Yes",""
"10/21/2022","雪碧 Sprite","[Roo] Mr. Beast Burger","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"10/21/2022","調味(微辣) Seasoned","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"10/21/2022","零系可樂 Cola Zero","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","Chicken Sandwich Combo 美式雞肉堡套餐 MB02"
"10/21/2022","慢煮蜂蜜芥末豬扒 Honey Mustard Pork Tender Loin","Body Fit","Just Kitchen - Sai Ying Pun","53.6000","1","1","HKD","No","BF04 精實三文魚柳藜麥飯 Fresh Off The Boat"
"10/21/2022","FC07 國民雞魯便當 Classic Choice- Braised Pork Rice with Shredded Chicken Bento","鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","75.0000","1","1","HKD","Yes",""
"10/21/2022","四川牛肉麵 Sichuan Beef Noodle BT04","[Roo]Hometown Beef Noodle","Just Kitchen - Sai Ying Pun","100.0000","1","1","HKD","Yes",""
"10/21/2022","追加醃蘿蔔","Banh Mi Kitchen","Just Kitchen - Kwun Tong","2.0000","1","1","HKD","No","沙嗲牛肉眼扒"
"10/21/2022","Nashville Hot Chicken Tender Sandwich 美式辣雞堡 MB08","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","96.6000","1","1","HKD","Yes",""
"10/21/2022","🌱 Vegetarian Delight 素食之選 BM05","[Roo] Banh Mi Kitchen","Just Kitchen - Kwun Tong","73.0000","1","1","HKD","Yes",""
"10/21/2022","水啦鹽酥雞 T.F.C","[Roo]Hometown Beef Noodle","Just Kitchen - Yuen Long","29.0000","1","1","HKD","No","麻醬胡了雞絲麵 Chicken Noodle with Sesame Paste"
"10/21/2022","MB06 翻轉牛肉芝士堡 Karl's Deluxe","Mr. Beast Burger","Just Kitchen - Chai Wan","92.4000","1","1","HKD","Yes",""
"10/21/2022","來點台灣味凍珍珠奶茶 Iced Bubble Tea","[Roo]Go Lean","Just Kitchen - Yuen Long","22.0000","1","1","HKD","No","舒肥雞腿健康餐盒 Chicken Leg Bento BF02"
"10/21/2022","黑松露醬 Black Truffle Paste","Body Fit","Just Kitchen - Sai Ying Pun","24.2000","1","1","HKD","No","BF06 燦爛牛扒藜麥飯 Expert Tender"
"10/21/2022","BF04 精實三文魚柳藜麥飯 Fresh Off The Boat","Body Fit","Just Kitchen - Kwun Tong","152.3000","1","1","HKD","Yes",""
"10/21/2022","低碳低澱粉雞胸餐盒 Sous Vide Chicken Breast Low Carb Bento BF11","[Roo]Go Lean","Just Kitchen - Quarry Bay","199.6000","2","2","HKD","Yes",""
"10/21/2022","低碳低澱粉鮭魚餐盒 Salmon Filet Low Carb Bento BF14","[Roo]Go Lean","Just Kitchen - Chai Wan","173.3000","1","1","HKD","Yes",""
"10/21/2022","可樂 Coca Cola","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","4","4","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"10/21/2022","BM04 香茅雞腿 Lemongrass Chicken","Eats365 Kiosk","Just Kitchen - Kwun Tong","62.0000","1","1","HKD","Yes",""
"10/21/2022","原味波浪酥薯 Unseasoned Crinkle Fries","[Roo] Mr. Beast Burger","Just Kitchen - Quarry Bay","0.0000","3","3","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"10/21/2022","Crispy Chicken Tender Sandwich 美式脆雞堡 MB07","[Roo] Mr. Beast Burger","Just Kitchen - Sai Ying Pun","96.6000","1","1","HKD","Yes",""
"10/21/2022","MB09 Karl's Grilled Cheese 翻轉芝士堡","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","59.9000","1","1","HKD","Yes",""
"10/21/2022","OOHA Peach 白桃烏龍茶味汽水 330mL","Body Fit","Just Kitchen - Yuen Long","0.0000","1","1","HKD","No","Body Fit 二人套餐"
"10/21/2022","Extra Chili 多辣椒","[Roo] Banh Mi Kitchen","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","Lemongrass Chicken 香茅雞腿 BM04"
"10/21/2022","FC11 香菇剝皮辣椒雞湯 Shiitake Mushroom Chicken Soup with Peeled Chili Pepper","鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","70.0000","1","1","HKD","Yes",""
"10/21/2022","BF36 獨家叉燒卷 Char Siu Wrap","Body Fit","Just Kitchen - Kwun Tong","85.0000","1","1","HKD","Yes",""
"10/21/2022","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","676.4000","4","4","HKD","Yes",""
"10/21/2022","MB08 美式辣雞堡 Nashville Hot Chicken Tender Sandwich","Mr. Beast Burger","Just Kitchen - Yuen Long","0.0000","1","1","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"10/21/2022","BF12 低碳低澱粉雞扒藜麥椰菜米 Leggy Stunner Cauliflower Rice","Body Fit","Just Kitchen - Kwun Tong","199.6000","2","1","HKD","Yes",""
"10/21/2022","Unseasoned Crinkle Fries 原味波浪酥薯 MB11","[Roo] Mr. Beast Burger","Just Kitchen - Kwun Tong","36.8000","1","1","HKD","Yes",""
"10/21/2022","國民雞魯便當 Classic Choice- Braised Pork Rice with Shredded Chicken Bento FC07","[Roo]鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","150.0000","2","1","HKD","Yes",""
"10/21/2022","淡謀謀熱檸檬⽔ Hot Lemon Water","鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","10.0000","1","1","HKD","No","FC09 蹄膀雞腿魯肉便當 Gourmets' Pick- Boneless Pork Hock & Chicken Thigh Bento"
"10/21/2022","⭐ Satay Beef Rib-eye 沙爹肉眼 BM03","[Roo] Banh Mi Kitchen","Just Kitchen - Kwun Tong","88.0000","1","1","HKD","Yes",""
"10/21/2022","MB12 特製波浪酥薯 Beast Style Fries","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","20.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"10/21/2022","MB07 美式脆雞堡 Crispy Chicken Tender Sandwich","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","2","2","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"10/21/2022","淡謀謀熱檸檬⽔ Hot Lemon Water","Body Fit","Just Kitchen - Sai Ying Pun","10.0000","1","1","HKD","No","BF03 活力豬扒藜麥飯 Energy Bomb"
"10/21/2022","BM06 Roasted Pork Belly w/ Crackling 脆皮豬腩","Banh Mi Kitchen","Just Kitchen - Quarry Bay","166.0000","2","2","HKD","Yes",""
"10/21/2022","茄汁 Ketchup","Mr. Beast Burger","Just Kitchen - Chai Wan","1.0000","1","1","HKD","Yes",""
"10/21/2022","可樂 Coca Cola","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐"
"10/21/2022","OOHA Yuzu 柚子海鹽味汽水 330mL","[Roo] Mr. Beast Burger","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"10/21/2022","紅燒牛肉麵 Beef Noodle BT02","[Roo]Hometown Beef Noodle","Just Kitchen - Sai Ying Pun","194.0000","2","2","HKD","Yes",""
"10/21/2022","烘底","Banh Mi Kitchen","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","叉燒滋味"
"10/21/2022","BF34 手撕雞胸卷 Shredded Chicken Wrap","Eats365 Kiosk","Just Kitchen - Kwun Tong","60.0000","1","1","HKD","Yes",""
"10/21/2022","可樂 Coca Cola","[Roo] Mr. Beast Burger","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","Chicken Sandwich Combo 美式雞肉堡套餐 MB02"
"10/21/2022","沙嗲牛肉眼扒","Banh Mi Kitchen","Just Kitchen - Kwun Tong","88.0000","1","1","HKD","Yes",""
"10/21/2022","MD08 蒲燒三文魚丼 Kabayaki Salmon Don","Master Don","Just Kitchen - Yuen Long","79.0000","1","1","HKD","Yes",""
"10/21/2022","OOHA Yuzu 柚子海鹽味汽水 330mL","[Roo]Go Lean","Just Kitchen - Kwun Tong","18.0000","1","1","HKD","No","低碳低澱粉牛扒餐盒 Beef Tenderloin Low Carb Bento BF13"
"10/21/2022","BM06 Roasted Pork Belly w/ Crackling 脆皮豬腩","Banh Mi Kitchen - Quarry Bay - Members' Menu","Just Kitchen - Quarry Bay","224.1000","3","1","HKD","Yes",""
"10/21/2022","MB12 特製波浪酥薯 Beast Style Fries","Mr. Beast Burger","Just Kitchen - Yuen Long","20.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"10/21/2022","汁燒豚丼 Buta Don MD03","[Roo] Ginza-don","Just Kitchen - Yuen Long","71.0000","1","1","HKD","Yes",""
"10/21/2022","零系可樂 Cola Zero","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","2","2","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"10/21/2022","追加蛋黃醬","Banh Mi Kitchen","Just Kitchen - Kwun Tong","2.0000","1","1","HKD","No","沙嗲牛肉眼扒"
"10/21/2022","Sprite 雪碧 ","Mr. Beast Burger","Just Kitchen - Quarry Bay","18.0000","1","1","HKD","Yes",""
"10/21/2022","MD08 蒲燒三文魚丼 Kabayaki Salmon Don","Master Don","Just Kitchen - Yuen Long","8.0000","1","1","HKD","No","匠魂共享二人餐"
"10/21/2022","OOHA Peach 白桃烏龍茶味汽水 330mL","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"10/21/2022","MB10 Seasoned Crinkle Fries 霹靂波浪酥薯","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","2","2","HKD","No","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐"
"10/21/2022","MB10 Seasoned Crinkle Fries 霹靂波浪酥薯","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","3","3","HKD","No","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐 "
"10/21/2022","BF14 低碳低澱粉三文魚柳藜麥椰菜米 Fresh Off the Boat Cauliflower Rice","Body Fit","Just Kitchen - Chai Wan","173.3000","1","1","HKD","Yes",""
"10/21/2022","Sous Vide Chicken Thigh 慢煮雞腿扒","Body Fit","Just Kitchen - Chai Wan","160.8000","3","1","HKD","No","BF14 Fresh Off the Boat Cauliflower Rice 低碳低澱粉三文魚柳藜麥椰菜米"
"10/21/2022","麻呀鹽酥雞 Mala T.F.C","[Roo] Taipei Streets","Just Kitchen - Yuen Long","30.0000","1","1","HKD","No","事事大吉雞肉飯 Shredded Chicken Rice IL03"
"10/21/2022","追加青瓜","Banh Mi Kitchen","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","沙嗲牛肉眼扒"
"10/21/2022","可樂 Coca Cola","[Roo] Mr. Beast Burger","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"10/21/2022","MB08 美式辣雞堡 Nashville Hot Chicken Tender Sandwich","Mr. Beast Burger","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"10/21/2022","叉燒滋味","Banh Mi Kitchen","Just Kitchen - Kwun Tong","81.0000","1","1","HKD","Yes",""
"10/21/2022","BF31 美腿雞扒卷 Leggy Wrap","Eats365 Kiosk","Just Kitchen - Kwun Tong","60.0000","1","1","HKD","Yes",""
"10/21/2022","海苔鹽酥雞 Seaweed T.F.C","[Roo]Hometown Beef Noodle","Just Kitchen - Sai Ying Pun","32.0000","1","1","HKD","No","紅燒牛肉麵 Beef Noodle BT02"
"10/21/2022","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01","[Roo] Mr. Beast Burger","Just Kitchen - Kwun Tong","507.3000","3","2","HKD","Yes",""
"10/21/2022","BF01 增肌減脂藜麥飯 Muscle Gang","Body Fit","Just Kitchen - Chai Wan","236.4000","3","3","HKD","Yes",""
"10/21/2022","海苔鹽酥雞 Seaweed T.F.C","[Roo] Taipei Streets","Just Kitchen - Yuen Long","30.0000","1","1","HKD","No","麻辣肉臊飯 Mala Braised Pork Rice IL02"
"10/21/2022","原味唐揚雞 Karaage","[Roo] Ginza-don","Just Kitchen - Sai Ying Pun","58.0000","2","2","HKD","No","⭐ 銀座牛扒丼 Steak Don MD01"
"10/21/2022","BF04 精實三文魚柳藜麥飯 Fresh Off The Boat","Body Fit","Just Kitchen - Sai Ying Pun","152.3000","1","1","HKD","Yes",""
"10/21/2022","MB10 霹靂波浪酥薯 Seasoned Crinkle Fries","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","0.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"10/21/2022","BM01 Cold Cut Classic 越式經典","Banh Mi Kitchen","Just Kitchen - Quarry Bay","78.0000","1","1","HKD","Yes",""
"10/21/2022","MB02 美式雞肉堡套餐 Chicken Sandwich Combo","Mr. Beast Burger","Just Kitchen - Chai Wan","281.4000","2","2","HKD","Yes",""
"10/21/2022","淡謀謀凍檸檬⽔ Iced Lemon Water","[Roo]鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","14.0000","1","1","HKD","No","鬍鬚張經典-魯肉飯便當 Taiwan Signature Braised Pork Bento FC02"
"10/21/2022","Sous Vide Chicken Thigh 慢煮雞腿扒","[Roo]Go Lean","Just Kitchen - Yuen Long","53.6000","1","1","HKD","No","低碳低澱粉雞胸餐盒 Sous Vide Chicken Breast Low Carb Bento BF11"
"10/21/2022","可樂 Coca Cola","Mr. Beast Burger","Just Kitchen - Yuen Long","0.0000","2","2","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"10/21/2022","原味唐揚雞 Karaage","[Roo] Ginza-don","Just Kitchen - Sai Ying Pun","29.0000","1","1","HKD","No","汁燒豚丼 Buta Don MD03"
"10/21/2022","MB11 Unseasoned Crinkle Fries 原味波浪酥薯","Mr. Beast Burger","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐 "
"10/21/2022","Basic Combo","Body Fit - Quarry Bay - Members' Menu","Just Kitchen - Quarry Bay","70.2000","1","1","HKD","Yes",""
"10/21/2022","舒肥雞胸健康餐盒 Chicken Breast Bento BF01","[Roo]Go Lean","Just Kitchen - Chai Wan","78.8000","1","1","HKD","Yes",""
"10/21/2022","Add Chilli","Banh Mi Kitchen","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","BM06 Roasted Pork Belly w/ Crackling 脆皮豬腩"
"10/21/2022","OOHA Peach 白桃烏龍茶味汽水 330mL","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","Chicken Sandwich Combo 美式雞肉堡套餐 MB02"
"10/21/2022","Braised Egg 黃金滷蛋","[Roo]Go Lean","Just Kitchen - Yuen Long","8.4000","1","1","HKD","No","舒肥雞胸健康餐盒 Chicken Breast Bento BF01"
"10/21/2022","Black Truffle Paste ⿊松露醬","[Roo]Go Lean","Just Kitchen - Sai Ying Pun","24.2000","1","1","HKD","No","低碳低澱粉鮭魚餐盒 Salmon Filet Low Carb Bento BF14"
"10/21/2022","調味(微辣) Seasoned","Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","3","3","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"10/21/2022","Sous Vide Chicken Thigh 慢煮雞腿扒","[Roo]Go Lean","Just Kitchen - Kwun Tong","53.6000","1","1","HKD","No","舒肥豬里肌健康餐盒 Pork Loin Bento BF03"
"10/21/2022","原味唐揚雞 Karaage","[Roo] Ginza-don","Just Kitchen - Sai Ying Pun","29.0000","1","1","HKD","No","⭐ 唐揚雞丼 Karaage Chicken Don MD06"
"10/21/2022","FC09 蹄膀雞腿魯肉便當 Gourmets' Pick- Boneless Pork Hock & Chicken Thigh Bento","鬍鬚張 Formosa Chang","Just Kitchen - Sai Ying Pun","178.0000","2","2","HKD","Yes",""
"10/21/2022","黃金滷蛋 Braised Egg","Body Fit","Just Kitchen - Chai Wan","8.4000","1","1","HKD","No","BF01 增肌減脂藜麥飯 Muscle Gang"
"10/21/2022","家傳辣滷肉拌麵 Spicy Braised Pork Dry Noodle IL07","[Roo] Taipei Streets","Just Kitchen - Sai Ying Pun","66.7000","1","1","HKD","Yes",""
"10/21/2022","BF01 Muscle Gang 增肌減脂藜麥飯","Body Fit","Just Kitchen - Sai Ying Pun","78.8000","1","1","HKD","Yes",""
"10/21/2022","Honey Mustard Pork Tender Loin 慢煮蜂蜜芥末豬扒","[Roo]Go Lean","Just Kitchen - Chai Wan","53.6000","1","1","HKD","No","低碳低澱粉雞腿餐盒 Chicken Leg Low Carb Bento BF12"
"10/21/2022","Toasted","Banh Mi Kitchen","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","Cold Cut Classic"
"10/21/2022","舒肥豬里肌健康餐盒 Pork Loin Bento BF03","[Roo]Go Lean","Just Kitchen - Kwun Tong","267.9000","3","3","HKD","Yes",""
"10/21/2022","香菇肉燥百頁豆腐 Fried Tofu with Minced Pork Sauce BT11","[Roo]Hometown Beef Noodle","Just Kitchen - Sai Ying Pun","67.3000","1","1","HKD","Yes",""
"10/21/2022","調味(微辣) Seasoned","Mr. Beast Burger","Just Kitchen - Yuen Long","0.0000","1","1","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"10/21/2022","IL16 麻呀鹽酥雞 Mala T.F.C","Inluck","Just Kitchen - Yuen Long","60.0000","1","1","HKD","Yes",""
"10/21/2022","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo","Mr. Beast Burger","Just Kitchen - Yuen Long","338.2000","2","2","HKD","Yes",""
"10/21/2022","低碳低澱粉鮭魚餐盒 Salmon Filet Low Carb Bento BF14","[Roo]Go Lean","Just Kitchen - Kwun Tong","173.3000","1","1","HKD","Yes",""
"10/21/2022","Extra Coriander 多芫茜","[Roo] Banh Mi Kitchen","Just Kitchen - Quarry Bay","2.0000","1","1","HKD","No","Lemongrass Chicken 香茅雞腿 BM04"
"10/21/2022","⭐ 照燒雞腿丼 Teriyaki Chicken Don MD05","[Roo] Ginza-don","Just Kitchen - Yuen Long","70.0000","1","1","HKD","Yes",""
"10/21/2022","FC02 鬍鬚張經典-魯肉飯便當 Taiwan Signature Braised Pork Bento","鬍鬚張 Formosa Chang","Just Kitchen - Yuen Long","292.0000","4","2","HKD","Yes",""
"10/21/2022","IL04 機運大開雞排飯 Fried Chicken Rice","Inluck","Just Kitchen - Yuen Long","88.9000","1","1","HKD","Yes",""
"10/21/2022","Extra Chili 多辣椒","[Roo] Banh Mi Kitchen","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","Cold Cut Classic 越式經典 BM01"
"10/21/2022","越式蓮花茶 (熱) Lotus Leaf Tea (Hot)","[Roo] Banh Mi Kitchen","Just Kitchen - Kwun Tong","15.0000","1","1","HKD","Yes",""
"10/21/2022","MB07 美式脆雞堡 Crispy Chicken Tender Sandwich","Mr. Beast Burger","Just Kitchen - Yuen Long","0.0000","1","1","HKD","No","MB02 美式雞肉堡套餐 Chicken Sandwich Combo"
"10/21/2022","淡謀謀熱檸檬⽔ Hot Lemon Water","[Roo] Ginza-don","Just Kitchen - Sai Ying Pun","10.0000","1","1","HKD","No","⭐ 銀座牛扒丼 Steak Don MD01"
"10/21/2022","Cold Cut Classic","Banh Mi Kitchen","Just Kitchen - Kwun Tong","78.0000","1","1","HKD","Yes",""
"10/21/2022","MB02 美式雞肉堡套餐 Chicken Sandwich Combo","Mr. Beast Burger","Just Kitchen - Yuen Long","281.4000","2","2","HKD","Yes",""
"10/21/2022","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐 ","Mr. Beast Burger","Just Kitchen - Quarry Bay","129.0000","1","1","HKD","Yes",""
"10/21/2022","來點台灣味熱珍珠奶茶 Hot Bubble Tea","[Roo]鬍鬚張 Formosa Chang","Just Kitchen - Yuen Long","20.0000","1","1","HKD","No","香港獨家－鬍鬚張麻瘦魯肉飯便當 Special Recommended Spiced Braised Pork Bento FC01"
"10/21/2022","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐","Mr. Beast Burger","Just Kitchen - Sai Ying Pun","507.3000","3","3","HKD","Yes",""
"10/21/2022","MB02 美式雞肉堡套餐 Chicken Sandwich Combo","Mr. Beast Burger","Just Kitchen - Kwun Tong","140.7000","1","1","HKD","Yes",""
"10/21/2022","No Mayo 走蛋黃醬","[Roo] Banh Mi Kitchen","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","Lemongrass Chicken 香茅雞腿 BM04"
"10/21/2022","BF03 活力豬扒藜麥飯 Energy Bomb","Body Fit","Just Kitchen - Yuen Long","89.3000","1","1","HKD","Yes",""
"10/21/2022","事事大吉雞肉飯 Shredded Chicken Rice IL03","[Roo] Taipei Streets","Just Kitchen - Yuen Long","88.9000","1","1","HKD","Yes",""
"10/21/2022","事事大吉雞肉飯 Shredded Chicken Rice IL03","[Roo] Taipei Streets","Just Kitchen - Sai Ying Pun","88.9000","1","1","HKD","Yes",""
"10/21/2022","可樂 Coca Cola","Body Fit","Just Kitchen - Chai Wan","14.0000","1","1","HKD","No","BF14 Fresh Off the Boat Cauliflower Rice 低碳低澱粉三文魚柳藜麥椰菜米"
"10/21/2022","+牛筋再多點兒 More beef tendon 60g","[Roo]Hometown Beef Noodle","Just Kitchen - Sai Ying Pun","35.0000","1","1","HKD","No","半筋半肉麵 Braised Beef & Beef Tendon Noodle BT01"
"10/21/2022","零系可樂 Cola Zero","[Roo] Mr. Beast Burger","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","Chicken Sandwich Combo 美式雞肉堡套餐 MB02"
"10/20/2022","銀座共享二人餐 Ginza Don Combo for 2","[Roo] Ginza-don","Just Kitchen - Yuen Long","198.0000","1","1","HKD","Yes",""
"10/20/2022","BF04 Fresh Off The Boat 精實三文魚柳藜麥飯","Body Fit","Just Kitchen - Sai Ying Pun","152.3000","1","1","HKD","Yes",""
"10/20/2022","MB12 特製波浪酥薯 Beast Style Fries","Mr. Beast Burger","Just Kitchen - Chai Wan","20.0000","1","1","HKD","No","MB01 特製雙層牛肉堡套餐 Beast Style Burger Combo"
"10/20/2022","Honey Mustard Pork Tender Loin 慢煮蜂蜜芥末豬扒","[Roo]Go Lean","Just Kitchen - Chai Wan","53.6000","1","1","HKD","No","低碳低澱粉牛扒餐盒 Beef Tenderloin Low Carb Bento BF13"
"10/20/2022","BT04 川流不息椒香麻辣⽜⾁麵  Spicy Addicted Beef Noods","Bit Beef Noodle","Just Kitchen - Yuen Long","100.0000","1","1","HKD","Yes",""
"10/20/2022","舒肥雞腿健康餐盒 Chicken Leg Bento BF02","[Roo]Go Lean","Just Kitchen - Kwun Tong","788.0000","10","8","HKD","Yes",""
"10/20/2022","⭐ 照燒雞腿丼 Teriyaki Chicken Don MD05","[Roo] Ginza-don","Just Kitchen - Sai Ying Pun","140.0000","2","2","HKD","Yes",""
"10/20/2022","低碳低澱粉雞腿餐盒 Chicken Leg Low Carb Bento BF12","[Roo]Go Lean","Just Kitchen - Quarry Bay","99.8000","1","1","HKD","Yes",""
"10/20/2022","OOHA Peach 白桃烏龍茶味汽水 330mL","[Roo]Go Lean","Just Kitchen - Kwun Tong","18.0000","1","1","HKD","No","舒肥雞胸健康餐盒 Chicken Breast Bento BF01"
"10/20/2022","MD01 匠魂牛扒丼 Master Steak Don","Master Don","Just Kitchen - Sai Ying Pun","89.0000","1","1","HKD","Yes",""
"10/20/2022","美式脆雞堡 Crispy Chicken Tender Sandwich","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","Chicken Sandwich Combo 美式雞肉堡套餐 MB02"
"10/20/2022","特製波浪酥薯 (微辣) Beast Style Fries (Seasoned)","[Roo] Mr. Beast Burger","Just Kitchen - Chai Wan","0.0000","1","1","HKD","No","Chicken Sandwich Combo 美式雞肉堡套餐 MB02"
"10/20/2022","BF01 Muscle Gang 增肌減脂藜麥飯","Body Fit","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","Basic Combo $78"
"10/20/2022","OOHA Peach 白桃烏龍茶味汽水 330mL","Mr. Beast Burger","Just Kitchen - Quarry Bay","0.0000","1","1","HKD","No","MB01 Beast Style Burger Combo 特製雙層牛肉堡套餐 "
"10/20/2022","可樂 Coca Cola","[Roo] Mr. Beast Burger","Just Kitchen - Kwun Tong","0.0000","1","1","HKD","No","Beast Style Burger Combo 特製雙層牛肉堡套餐 MB01"
"10/20/2022","IL19 胡麻青豆 Gnome Sesame Beans","Master Don","Just Kitchen - Yuen Long","38.0000","1","1","HKD","Yes",""
